vector_A
θ	mag
0.03033942830937173	0.09716283164987738
0.11237406313553219	0.09722132785690478
0.15037679490360248	0.09756667783073229
0.20117017640396168	0.09785083334009378
0.2583454870813332	0.09805272718839714
0.3037536126677117	0.09671332050843888
0.35638951347633235	0.09525904930372864
0.3935366912190158	0.0928259819206807
0.4510790707217725	0.0891867511167313
0.5077483080782543	0.08587159736310043
0.5425131730569799	0.0850092034243918
0.6379805267072218	0.07817538246973957
0.7255844417529057	0.07485401824880904
0.822921555559209	0.06964129578895242
0.9801734970691587	0.06418042199480066
1.0745971621862054	0.06316635319871282
1.170317226690033	0.06135373551611597
1.2448460808165804	0.06038953750354499
1.3153704710856124	0.05929973735906152
1.39464360004975	0.05833993847001535
1.4786485026769232	0.05854601561605423
1.539602082833929	0.05843790349876919
1.5944409096778793	0.058115436648410505
1.7850742299107571	0.059848552461799126
1.9167572164411764	0.060479349134158186
2.019607065065566	0.062325169845658036
2.0758274474883933	0.06385983587715352
2.1665389373433515	0.06477283067762538
2.228862949308172	0.06646596953065284
2.298671542435397	0.0691547071854904
2.306819538872385	0.06897641857926698
2.416972400461681	0.07104918426587663
2.4693667382388327	0.07239393358692402
2.522283018534712	0.07474263250639142
2.5469215689297364	0.07578740091786473
2.5893485807739314	0.07701222047817803
2.6290016644044982	0.07783764118242972
2.669961677568118	0.07885219949452273
2.702127335818241	0.08023252810175309
2.7546098816392113	0.08234763286073997
2.7987994622403436	0.08398575846739242
2.847782283990963	0.08646302724091667
2.862282196398353	0.08726543239463416
2.9013489988486607	0.09062640449972434
2.90323453207676	0.09006120540892423
2.9415776442821326	0.0919346249704493
2.9628196158631788	0.09395515084262356
2.994447035751912	0.09632184148686007
3.0526161480088945	0.09881614915269317
3.0766305207593354	0.09971977123312732
3.1112296536498625	0.0992629433167804
3.1295931580970096	0.09974571654926101
-3.127988429214139	0.0992606514286539
-3.1093306304497856	0.09929772630869226
-3.0829555312559624	0.09959762520603502
-3.0479224865927077	0.09783309576402495
-3.016743054972773	0.0966338265795513
-2.9902059485892045	0.0954143093786638
-2.9574910869728317	0.09330571368685868
-2.9350401622050213	0.09071863625887541
-2.891410454618822	0.08790651607177982
-2.8646836006874983	0.08563403334997213
-2.824242316667213	0.0844055635659421
-2.8322884663298598	0.08465129998198609
-2.7928097672949415	0.08377294551424097
-2.7445974165487534	0.08030740539871953
-2.6743263720172075	0.07882394036638726
-2.609814663570441	0.07680286389855433
-2.5562126358233064	0.07614776510020681
-2.477774179701194	0.07366608650848425
-2.431602579393979	0.07222950952693881
-2.381666398052824	0.07110727447116419
-2.268745799190555	0.06741147466261867
-2.1751043609914325	0.06459175898399495
-2.0862654726637495	0.06368182747689288
-2.0164517093349135	0.06221746056305454
-1.9298448030202326	0.06168734111522759
-1.759345739085294	0.06058190888393936
-1.6837465387608506	0.0599081912005979
-1.6196976593534715	0.060749280363599424
-1.5380510776961307	0.06015607807996369
-1.476449234969315	0.060349702885571975
-1.4029592996484685	0.06140585845706197
-1.3406496518011335	0.062463359521978186
-1.259923631872533	0.06362940742834974
-1.0681978225240232	0.06648271159044156
-0.9643460841566833	0.07019751060418995
-0.873452107931084	0.07418374841823797
-0.7806323980885586	0.07751993375596379
-0.7041447066386864	0.08157700761945105
-0.6374060769220227	0.08495134128428246
-0.5677477697447155	0.08877771083198213
-0.5072454352241966	0.09133348327380403
-0.4481764420920489	0.09269137504424883
-0.3890261931148657	0.09492502560915521
-0.3211040133137327	0.09595005907550232
-0.250307039185646	0.09657036392597086
-0.18572384091775976	0.09608195251137053
-0.12971456602700562	0.09649171619638068
-0.07287433126854154	0.09616310916111602
-0.025267402412285294	0.0965482249283993
